4 2 5.978670105986089e-06
4 10 1.697901653226222e-07
4 30 1.7768682585987722e-08
4 50 6.955883622032609e-09
9 2 1.2347356562391258e-10
9 10 9.767136518230906e-13
9 30 6.098139446060633e-14
9 50 2.7023956912474297e-14
16 2 1.1922586332181131e-17
16 10 5.77124397848032e-20
16 30 3.0020234253114197e-21
16 50 6.706650275695032e-22
25 2 3.3594421754136746e-27
25 10 3.076088553728253e-29
